ACO_ID,ACO_Name,Agree_Type,Agreement_Period_Num,Current_Start_Date,Current_Track,Risk_Model,Assign_Type,SNF_Waiver,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,Prorate_Shared_Losses,EarnSaveLoss,DisAffQual,Met_QPS,Met_30pctl,Met_Incentive,Met_FirstYear,Report_WI,Report_eCQM_CQM,Report_Inc,QualScore,Recvd30p,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,FinalShareRate,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_VA_Only,N_Ben_CBA_Only,N_Ben_CBA_and_VA,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,N_Ben_Race_Unknown,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,SNF_LOS,SNF_PayperStay,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,Perc_Dual,Perc_CovDiag,Perc_CovEpisode,Perc_LTI,CAHPS_1,CAHPS_2,CAHPS_3,CAHPS_4,CAHPS_5,CAHPS_6,CAHPS_7,CAHPS_11,CAHPS_9,CAHPS_8,Measure_479,Measure_484,QualityID_318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_134_eCQM,QualityID_134_MIPSCQM,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_001_eCQM,QualityID_001_MIPSCQM,QualityID_236_WI,QualityID_236_eCQM,QualityID_236_MIPSCQM
A3630,"National MSSP 2022",Renewal,2,01/01/2022,E,Two-Sided,Retrospective,0,15177,4.41%,2.69%,6219087,6219087,"",0,3047353,1,1,1,0,0,1,0,0,86.37%,0,98,9530,9211,140995719,134776632,50.00%,"Low Revenue",72478,8590,12456,8811,83655,8255,11804,8136,74487,9351,13656,8490,70604,8570,13022,8683,9110,1.01,0.91,0.949,0.925,0.97,0.915,0.888,0.916,1.012,0.886,0.941,0.92,0.94,0.9,0.936,0.913,69,1674,703,13280,14795,65,1358,562,12810,126,14992,59,1791,7258,4583,1545,8547,6630,12999,1543,123,71,23,136,282,2067,1909,*,129,21,212,480,2155,3595,106,380,291,197,188,*,6,*,554,136,717,217,11505,5323,3547,2515,120,37,25,12292,0,0,1,0,0,0,103,32,112,94,0,8.43%,17.51%,1.17%,0.79%,87.38,93.76,92.18,77.02,64.79,66.5,75.05,28.19,93.42,86.94,0.1419,29.02,78.9,80.21,80.77,70.07,-,-,77.6,77.7,80.71,33.33,11.49,-,-,81.23,-,-
A3631,"MultiCare Connected Care, LLC",Renewal,2,01/01/2022,EN,Two-Sided,Prospective,1,36329,2.91%,0.00%,11678570,11678570,"",0,8583749,1,1,1,0,0,1,0,0,85.74%,0,192,11315,10899,401519612,389841042,75.00%,"High Revenue",92289,9311,16456,10329,83031,8617,15381,9268,88362,7958,12958,10327,85663,8011,11955,10678,10986,1.016,0.882,0.951,1.078,1.034,0.868,0.936,1.061,1,0.85,0.879,1.094,0.995,0.84,0.865,1.088,229,2538,844,31369,35485,214,2333,854,32084,87,35828,414,2496,15946,12816,5071,20416,15913,33219,784,641,145,170,630,740,2706,2555,19,123,20,237,576,3087,3742,106,497,296,217,210,0,5,1,641,167,848,250,9195,2837,3486,2745,127,41,25,14762,0,0,1,0,9,5,851,1801,841,681,2,5.18%,11.69%,1.71%,0.25%,78.92,93.88,91.85,69.21,60.86,60.97,72.47,17.69,93.4,85.58,0.1345,28.05,90.03,76.83,92.86,56.11,-,-,76.49,80.6,91.18,8.18,8.48,-,-,72.05,-,-
A3632,"Community Healthcare Partners ACO, Inc.",Renewal,2,01/01/2022,EN,Two-Sided,Retrospective,1,19433,-3.01%,2.52%,-7380155,-7380155,-3084351,0,0,1,1,1,0,0,1,0,0,77.61%,0,-20,12950,12737,244852495,252232650,75.00%,"High Revenue",87157,12122,20085,12135,81380,10723,17451,10681,82558,11563,18265,11939,84275,12887,17894,12531,13341,0.957,1.039,1.051,1.073,0.966,1.007,1.013,1.047,0.972,0.988,1.041,1.039,0.952,0.972,0.968,1.018,163,1746,826,16174,18907,143,1573,833,16358,18,19371,44,2162,9209,5904,2158,11079,8354,17213,1191,*,324,*,198,381,3828,3187,132,534,22,97,614,3721,4733,89,401,304,313,280,4,27,2,627,225,937,320,11439,3393,6098,1621,327,46,27,13299,0,17,0,0,3,6,134,463,176,41,10,9.76%,16.53%,1.72%,0.45%,86.78,93.78,92.64,79.53,60.1,59.7,76.26,29.97,94.35,86.2,0.1587,34.36,96.35,75.68,97.3,54.25,-,-,76.6,81.13,86.67,20.16,6.57,-,-,73.81,-,-
A3633,"Baptist Health/UAMS Accountable Care Alliance",Renewal,2,01/01/2022,EN,Two-Sided,Prospective,1,32189,4.43%,1.00%,17096684,17096684,"",0,12566063,1,1,1,0,0,1,0,0,78.44%,0,204,12317,11622,385538109,368441425,75.00%,"High Revenue",76595,10096,16947,10435,70700,9206,17626,9325,74745,10308,16873,10404,78046,10572,17047,11024,11770,0.97,0.99,0.971,1.069,1.005,1.017,1.03,1.095,0.999,1.064,1.03,1.113,0.981,1.09,1.042,1.142,296,4612,1874,25958,31302,229,3913,1627,25534,27,32021,141,4197,13827,10224,3941,18782,13407,27360,3851,177,121,137,144,399,3122,2403,98,584,62,422,669,3137,3548,142,500,403,297,252,3,34,6,670,195,815,320,9653,2661,3819,2005,1169,50,30,13153,4,0,18,0,8,16,882,1698,654,138,8,11.58%,18.22%,1.94%,2.32%,85.52,93.68,92.8,81.88,58.66,56.94,71.43,28.88,92.44,85.02,0.1552,31.21,82.62,73.12,100,70.49,-,-,71.2,83.12,100,4.17,14.52,-,-,61.81,-,-
A3644,"Lifecare ACO LLC",Renewal,2,01/01/2022,B,One-Sided,Retrospective,0,37199,2.13%,2.33%,8801284,0,"",0,0,1,1,1,0,0,1,0,0,82.87%,0,94,11392,11066,412810783,404009499,40.00%,"High Revenue",78388,11300,18511,10307,80797,10429,17555,9352,87594,10881,17686,10146,70423,10691,19297,10482,11149,0.993,0.975,1.028,0.997,0.966,0.963,1.027,0.993,0.961,0.956,1.001,0.993,0.908,0.909,1.002,0.974,158,3947,1955,31296,36238,130,3441,1777,30890,15,37110,74,4497,17725,11085,3892,21208,15991,33832,1226,252,258,883,319,429,2754,2266,97,341,66,262,769,3614,2699,147,907,323,257,231,3,18,5,736,169,706,253,9954,2390,3590,1685,2289,46,26,18223,4,16,29,0,10,29,288,890,246,122,11,9.34%,16.73%,1.60%,1.53%,86.09,93.99,91.37,78.32,61.99,65.6,71.64,25.92,94.61,86.4,0.1549,27.84,90.56,68.3,74.6,75,-,-,72.34,80.07,88.71,18.27,9.92,-,-,70.46,-,-
A3663,"CHSPSC ACO 1, LLC",Renewal,2,01/01/2022,B,One-Sided,Retrospective,0,15395,-0.47%,2.68%,-921941,0,"",0,0,1,1,1,0,0,1,0,0,70.63%,1,-76,13201,12886,196140510,197062450,40.00%,"High Revenue",82866,12152,20518,11224,87933,10851,21461,10097,90260,11038,22443,11250,99243,12153,23142,11664,13263,0.986,0.989,1.025,0.973,0.969,0.988,0.984,0.966,0.991,0.97,1.017,0.965,0.96,0.945,0.997,0.955,117,2473,1881,11957,14858,82,1948,1363,11466,*,15374,*,2475,7129,4110,1681,8633,6762,14305,399,49,248,131,88,175,3863,2974,357,500,75,388,1269,3500,3293,260,861,381,320,277,11,24,6,834,193,824,253,9955,1215,3280,1433,4027,77,33,17122,8,35,24,0,11,42,373,828,245,111,4,16.42%,17.47%,2.13%,3.51%,85.11,91.67,89.4,76.9,58.39,59.48,70.19,28.76,93.21,85.38,0.1576,34.53,83.2,60.98,72.45,57.24,-,-,61.06,65.94,87.35,12.5,19.54,-,-,67.24,-,-
A3664,"CHSPSC ACO 2, LLC",Renewal,2,01/01/2022,B,One-Sided,Retrospective,0,22127,1.83%,2.48%,4213798,0,"",0,0,1,1,1,0,0,1,0,0,75.97%,0,204,10693,10102,230693427,226479629,40.00%,"High Revenue",73689,9786,14996,8929,75386,8528,14842,8383,78651,9259,17936,9353,81863,9370,17689,9837,10498,0.974,0.929,0.94,0.951,0.981,0.929,0.951,0.937,0.93,0.926,0.937,0.943,0.921,0.924,0.946,0.947,131,2010,876,19868,21574,117,1653,840,18963,26,22015,86,2307,11598,6022,2200,12323,9804,20699,480,107,*,*,110,647,2980,2669,39,261,23,191,680,2975,3228,80,272,330,267,250,1,13,3,638,189,815,235,9710,3533,3989,2070,119,51,26,13202,2,0,1,0,9,8,299,573,294,84,3,8.99%,15.84%,1.71%,1.10%,80.87,91.27,91.48,74.42,56.62,67.35,74.23,27.14,91.13,82.9,0.1534,35.86,93.65,73.67,80,62.58,-,-,80.35,80.56,88.79,13.79,8.48,-,-,71.19,-,-
A3667,"GW Health Network",Renewal,2,01/01/2022,E,Two-Sided,Retrospective,1,6063,0.78%,2.00%,540988,0,"",0,0,1,1,1,0,0,1,0,0,76.39%,0,148,11664,11264,69092223,68551235,50.00%,"High Revenue",80723,13281,11912,8550,78180,13266,12986,7749,97407,16157,13828,9279,83459,16148,14192,9706,11572,0.969,1.109,0.842,0.838,0.993,1.154,0.826,0.834,1.02,1.151,0.822,0.835,0.987,1.162,0.835,0.84,75,606,807,5011,5924,55,533,792,4543,14,6023,26,696,3049,1794,524,3799,2264,2861,2619,135,*,*,122,261,3089,2867,*,168,40,256,557,2373,4806,97,384,297,234,221,*,7,*,581,181,697,280,10240,3050,5588,1582,21,31,31,15884,0,0,0,0,0,0,203,761,149,198,0,21.01%,15.57%,1.50%,*,72.35,89.46,88.44,69.85,66.14,48.48,76.17,22.86,82.17,81.16,0.1557,40.35,95.38,80.08,70,90.36,-,-,80.95,83.47,90.95,0,14.13,-,-,63.72,-,-
A3669,"DOCACO GULF COAST, LLC",Renewal,2,01/01/2022,EN,Two-Sided,Retrospective,1,10247,-3.14%,2.00%,-3275027,-3275027,-1327942,0,0,1,1,1,0,0,1,0,0,79.27%,0,118,10427,9956,104365448,107640475,75.00%,"Low Revenue",84494,8988,15249,9604,86435,10024,18649,8684,93142,8309,14949,9572,79470,9657,17195,10473,10754,0.953,0.898,0.98,0.96,0.928,0.851,1.012,0.946,0.956,0.848,0.989,0.946,0.896,0.853,1.064,0.94,40,487,191,9890,10009,30,385,158,9436,17,10188,42,658,5260,3219,1110,5880,4367,9038,778,*,65,*,84,219,2664,2264,84,327,13,184,466,1648,5062,72,505,344,234,214,2,16,2,498,175,721,288,12415,5195,5454,1713,53,40,23,11593,0,0,0,0,0,0,57,39,47,22,0,2.89%,16.68%,1.28%,0.24%,83.05,91.87,89.97,75.61,62.79,59.49,72.75,28.2,86.23,84.01,0.164,31.83,90.98,81.33,70.73,81.3,-,-,80.08,84.42,87.93,12.5,5.95,-,-,83.08,-,-
A3671,"Einstein Care Partners, LLC",Renewal,2,01/01/2022,B,One-Sided,Retrospective,0,8782,-1.08%,3.12%,-1059012,0,"",0,0,1,1,1,0,0,1,0,0,73.25%,0,304,11461,11463,98032422,99091434,40.00%,"Low Revenue",87633,11347,13253,10333,79038,8937,10790,8713,81352,12007,12719,10345,81456,10823,13894,10633,11585,1.022,0.998,0.974,0.976,0.995,0.991,0.988,0.963,0.957,0.99,0.974,0.946,0.965,0.957,0.981,0.937,93,1609,1008,6571,8553,67,1333,954,6199,*,8749,*,1633,4152,2318,679,5134,3648,5821,2300,190,*,*,135,242,3159,2788,*,208,167,128,645,2847,3871,110,452,341,299,277,*,*,11,662,241,765,253,9237,2884,5261,1087,4,57,22,11453,0,0,0,0,0,0,245,674,117,209,0,22.38%,18.98%,2.65%,0.65%,79.22,95.3,93.21,72.79,69.5,60.97,72.01,25.85,89.52,85.71,0.164,39.23,88.06,70.06,65.22,78.93,-,-,65.77,76.66,87.99,19.48,16.16,-,-,68.99,-,-
A3675,"Carolinas HealthCare System ACO, LLC",Renewal,2,01/01/2022,B,One-Sided,Prospective,0,60368,-0.09%,2.00%,-508355,0,"",0,0,1,1,1,0,0,1,0,0,80.06%,0,103,10027,9827,591534464,592042819,40.00%,"High Revenue",79272,9970,14233,9445,77520,9242,12977,8471,79400,9279,13450,9204,75228,9402,13855,9664,10036,0.953,0.991,0.973,0.971,0.958,0.989,0.949,0.976,0.956,0.96,0.934,0.977,0.958,0.946,0.961,0.965,288,5942,2613,51065,58992,224,5000,2048,51720,49,60112,207,5332,28615,20029,6392,34495,25873,51048,6496,489,315,226,580,1214,2508,2199,36,257,36,400,512,2580,3345,104,455,351,243,225,1,13,4,637,185,731,237,10030,3048,4148,2614,220,40,28,13438,2,0,9,0,3,24,1081,2812,1044,1045,0,8.03%,18.19%,1.70%,0.76%,77.64,91.27,90.54,74.63,59.96,60.13,72.97,25.04,91.08,84.49,0.1475,32.75,86.86,73.25,91.67,75.76,-,-,74.22,82.18,91.23,9.64,8.83,-,-,71.4,-,-
A3677,"McLeod Healthcare Network, LLC",Renewal,2,01/01/2022,E,Two-Sided,Retrospective,1,38692,0.44%,2.31%,1644094,0,"",0,0,1,1,1,0,0,1,0,0,84.54%,0,142,9870,9510,372757077,371112983,50.00%,"High Revenue",83464,8546,15440,8785,82590,8425,16414,8188,78867,8915,17963,8816,73366,9136,18477,9404,9826,0.998,0.923,1.036,0.928,0.954,0.88,1.017,0.919,0.937,0.863,1.049,0.921,0.925,0.856,1.082,0.912,159,2563,894,33788,37768,135,2302,875,34456,28,38567,97,3342,19898,12102,3350,21467,17225,33214,4420,121,40,73,213,611,2439,2016,37,388,13,234,285,2425,3835,123,413,290,239,216,2,20,2,586,165,759,246,10423,3505,4434,1917,567,22,26,11168,0,0,10,0,5,6,370,713,188,84,0,4.75%,20.03%,1.55%,1.17%,86.04,95.21,94.48,77.95,54.02,59.3,72.8,26.1,93.1,89.47,0.152,31.26,84.74,99.61,85.71,71.6,-,-,86,76.4,96.51,15.38,9.68,-,-,70.56,-,-
A3692,"CHSPSC ACO 15, LLC",Renewal,2,01/01/2022,EN,Two-Sided,Prospective,0,7850,1.41%,2.00%,1082841,0,"",0,0,1,1,1,0,0,1,0,0,82.84%,0,191,9978,9696,76632447,75549606,75.00%,"High Revenue",88865,7108,21654,9239,72822,7557,15459,8525,95381,7683,18104,8945,93338,8575,19135,9486,9837,0.977,0.911,0.966,1.011,1.005,0.875,1.039,1.002,1.095,0.86,1.027,1.023,0.993,0.827,1.016,0.987,18,642,198,6150,7680,17,671,193,6799,*,7817,*,710,4210,2263,667,4602,3248,6816,738,86,*,*,78,103,2555,2241,73,210,68,184,540,1781,3897,162,613,323,245,226,2,12,5,585,172,646,215,10401,3894,3810,2425,272,46,27,11696,2,0,1,0,11,15,135,124,108,46,0,5.20%,15.85%,1.24%,1.39%,84.61,92.76,90.66,78.21,56.67,60.03,73.04,16.94,92.19,85.91,0.1571,30.32,98.67,83.57,86.08,80.5,-,-,86.82,81.83,93.44,9.09,6.41,-,-,80.67,-,-
A3694,"CHSPSC ACO 17, LLC",Renewal,2,01/01/2022,B,One-Sided,Retrospective,0,11125,4.55%,2.93%,5320923,5320923,"",0,2085802,1,1,1,0,0,1,0,0,80.76%,0,320,10790,10467,117056304,111735381,40.00%,"High Revenue",81965,10011,19770,9889,74864,8864,18975,9060,77030,9354,19612,9596,65787,9002,18206,9962,10300,0.966,0.97,1.013,0.98,0.984,0.915,1.002,0.965,1.009,0.931,1.006,0.946,0.941,0.832,0.958,0.944,38,702,375,10382,10848,33,583,288,9943,22,11054,49,941,5833,3327,1024,6150,4975,10359,288,72,108,36,75,187,2728,2177,106,408,24,267,439,2122,3844,136,696,332,226,198,3,20,3,568,150,786,270,10461,4387,4159,1872,44,35,26,13480,0,0,1,0,6,6,101,140,99,26,0,5.14%,16.22%,1.12%,0.77%,82.55,93.91,92.37,77.33,58.4,62.01,71.47,26.14,90.92,84.59,0.1531,29.33,91.04,74.67,72.73,76.9,-,-,72.84,81.58,87.77,16.67,9.02,-,-,73.93,-,-
A3696,"Crestwood Regional Healthcare Alliance",Renewal,2,01/01/2022,B,One-Sided,Retrospective,0,13603,1.96%,2.78%,2517407,0,"",0,0,1,1,1,0,0,1,0,0,86.12%,0,224,9690,9061,128755642,126238235,40.00%,"High Revenue",73529,9657,13425,8526,89416,8591,11091,8003,77449,8984,11548,8659,63865,9357,11769,9401,9500,1.041,0.979,0.908,0.949,0.981,0.893,0.898,0.934,0.904,0.916,0.865,0.951,0.89,0.922,0.818,0.948,11,899,270,12082,13288,14,777,242,12254,16,13523,64,1157,6749,4313,1384,7680,5923,11865,1233,130,*,*,124,226,1938,1675,*,233,22,219,246,1840,4679,77,352,311,202,184,*,14,*,474,151,855,380,12049,5054,4904,1972,120,29,19,8343,0,0,1,0,1,0,121,79,121,23,0,3.49%,17.21%,1.39%,*,86.87,93.66,92.44,80.66,60.63,68.81,74.41,24.18,92.58,84.94,0.1469,30.62,93.09,78.68,78.43,77.38,-,-,90.06,83.97,91.37,27.5,8.92,-,-,80.03,-,-
A3698,"CHSPSC ACO 21, LLC",Renewal,2,01/01/2022,B,One-Sided,Retrospective,0,12100,-0.08%,2.87%,-102795,0,"",0,0,1,1,1,0,0,1,0,0,76.84%,0,12,10855,10589,128081578,128184373,40.00%,"High Revenue",77146,10962,17222,10167,75539,9387,18082,9346,67221,9744,14485,10131,70736,10312,14761,10493,10863,1.012,0.961,0.948,0.998,0.976,0.905,0.938,0.999,0.952,0.878,0.929,0.986,0.901,0.868,0.877,0.967,66,1538,405,11096,11800,54,1209,313,10223,19,12047,34,1556,5988,3400,1156,6828,5272,10923,827,65,24,16,64,181,2780,2311,46,418,20,281,281,2168,4469,98,642,383,281,252,1,25,3,644,203,702,321,10905,3854,4985,1967,99,26,22,9641,0,0,2,0,6,5,199,313,214,46,0,6.23%,17.04%,1.36%,0.43%,82.77,93.9,93.97,77.19,57.17,59.93,71.71,27.97,91.63,83.99,0.147,33.03,71.49,90.88,80,65.37,-,-,73.26,66.32,84.57,25,14.92,-,-,65.73,-,-
A3702,"NorthShore Physician Associates Value Based Care, LLC",Renewal,2,07/01/2019,B,One-Sided,Retrospective,0,48334,2.32%,2.22%,12308206,12308206,"",0,4824817,1,1,1,0,0,1,0,0,79.95%,0,-7,11237,10531,531372143,519063937,40.00%,"High Revenue",81567,10831,15092,9374,79157,10546,14850,9491,84704,10910,15123,10011,86759,11157,16383,10380,10977,0.957,0.917,0.913,0.922,0.927,0.88,0.929,0.913,0.934,0.886,0.903,0.896,1.017,0.945,0.966,0.994,270,2387,2130,44358,47288,197,1680,1978,43434,41,48133,160,2926,23579,15569,6260,28115,20219,41700,1434,1523,*,*,1432,1889,2406,2259,16,113,28,152,644,3649,3612,86,453,218,223,215,0,5,2,495,183,739,316,9911,3283,5457,1169,3,47,26,14299,0,0,0,0,1,4,497,1334,359,316,5,5.99%,17.68%,1.54%,0.48%,87.51,96.21,94.51,72.54,64.73,57.39,74.12,25.7,93.14,88.22,0.1599,37.63,93.84,84.1,85.71,66.16,-,-,85.27,86.07,88.1,0,8.41,-,-,72.09,-,-
A3712,"CHSPSC ACO 6, LLC",Renewal,2,01/01/2022,B,One-Sided,Retrospective,0,9852,5.04%,3.01%,6142219,6142219,"",0,2407750,1,1,1,0,0,1,0,0,76.28%,0,36,12706,12265,121831546,115689327,40.00%,"High Revenue",86491,11397,22190,11040,91188,11260,22704,10048,86570,11944,21551,10714,96658,11523,23395,10827,12065,1.023,0.97,1.013,1.014,1.028,1.005,1.016,1.019,1.006,0.974,0.968,1.024,0.92,0.929,0.985,1.019,72,727,561,8600,9588,57,584,525,8422,21,9813,18,874,4575,3278,1125,5398,4454,8809,307,*,364,*,101,209,3253,2434,349,496,25,257,624,2562,4552,141,703,382,288,249,13,23,3,718,203,940,321,10969,3960,5172,1549,288,48,29,13054,0,0,2,0,5,7,189,215,125,66,2,9.16%,19.00%,2.05%,1.65%,76.64,92.04,89.34,75.56,63.41,64.07,74.03,29.49,89.98,83.39,0.1532,34.14,94.21,72.33,67.57,70.68,-,-,77.7,76.58,84.75,27.59,12.96,-,-,70.02,-,-
A3714,"CHSPSC ACO 7, LLC",Renewal,2,01/01/2022,B,One-Sided,Retrospective,0,15961,7.65%,2.66%,12611493,12611493,"",0,4943705,1,1,1,0,0,1,0,0,83.89%,0,156,10621,10447,164850230,152238736,40.00%,"High Revenue",76200,9645,17500,9661,70454,8727,16707,8712,73719,9219,15411,9421,75461,8676,15594,9225,9808,1.036,0.919,1.065,0.987,0.957,0.942,1.063,0.997,0.974,0.94,1.002,1.01,0.968,0.907,1.001,0.997,107,2140,980,13959,15522,82,1690,714,13036,17,15909,35,2159,7483,4689,1630,9289,6672,14920,358,100,128,182,75,198,2594,2030,81,463,49,202,457,2250,3484,128,459,415,239,203,2,27,6,634,152,707,240,9614,3875,3340,1413,986,37,27,12943,0,7,3,0,6,8,170,170,133,36,2,10.10%,16.33%,1.63%,1.20%,84.85,94,91.04,77.72,59.34,61.8,69.73,25.77,90.5,85.7,0.1412,26.4,87.37,75.09,70.42,70.68,-,-,71.5,71.07,88.51,21.25,13.01,-,-,78.29,-,-
A3715,"CHSPSC ACO 8, LLC",Renewal,2,01/01/2022,B,One-Sided,Retrospective,0,13318,4.57%,2.80%,5908695,5908695,"",0,2316208,1,1,1,0,0,1,0,0,82.25%,0,130,9947,9282,129401832,123493137,40.00%,"High Revenue",68003,9005,12859,8862,71444,8617,10825,7942,60425,8832,11982,8581,72673,8992,15542,8998,9493,0.937,0.896,0.81,0.901,0.965,0.937,0.811,0.899,0.93,0.873,0.801,0.914,0.928,0.931,0.886,0.908,65,687,473,13060,13009,49,573,504,11884,33,13230,55,940,6785,4183,1410,7176,6142,11997,154,93,465,32,286,291,2318,1921,70,349,10,188,393,1957,3901,141,528,284,204,182,2,17,2,624,147,719,260,10898,3927,4431,2461,79,34,23,11575,0,0,1,0,7,11,229,432,219,79,6,6.32%,14.91%,1.19%,1.16%,75.62,91.66,89.23,74.9,60.39,58.81,73.29,17.84,85.39,80.55,0.1477,27.2,82.03,74.19,70.77,77.14,-,-,81.99,81.47,90.75,17.65,12.35,-,-,70.28,-,-
A3716,"CHSPSC ACO 9, LLC",Renewal,2,01/01/2022,B,One-Sided,Retrospective,0,9813,1.98%,3.02%,2032105,0,"",0,0,1,1,1,0,0,1,0,0,80.42%,0,-27,10749,10522,102867485,100835380,40.00%,"High Revenue",78465,9165,17458,10506,71271,8965,17694,9491,77523,9399,15031,9735,78186,9753,15783,9962,10537,0.898,0.89,1.005,1.037,1.019,0.877,0.975,1.014,0.928,0.857,0.94,1.003,0.939,0.869,0.927,0.983,50,809,540,8787,9570,42,676,481,8371,*,9784,*,887,4755,2870,1301,5756,4057,9498,52,41,*,*,49,162,2878,2116,94,670,21,148,598,2336,3818,98,633,239,264,227,4,32,2,445,179,724,218,10512,4457,4409,1639,8,61,22,10211,0,0,0,0,1,2,69,123,41,51,0,8.24%,19.78%,1.95%,1.48%,88.54,96.15,93.51,77.49,56.7,64.73,75.11,24.01,91.98,86.36,0.1474,35.08,99.34,73.05,74.07,72.3,-,-,73.39,80.39,85.09,25,7.74,-,-,80.29,-,-
A3717,"The Ohio State Health ACO, LLC",Renewal,2,01/01/2022,B,One-Sided,Prospective,0,12118,-5.33%,2.87%,-8506131,0,"",0,0,1,1,1,0,0,1,0,0,76.75%,0,-59,13529,13580,159477970,167984101,40.00%,"High Revenue",105510,15350,20231,12853,96521,12419,16614,11428,103217,13957,20184,12758,104219,14567,19078,13219,14251,1.053,1.415,1.147,1.249,1.092,1.362,1.112,1.211,1.064,1.338,1.086,1.188,1.074,1.321,1.041,1.176,107,1758,419,9140,11787,85,1634,378,9690,15,12051,52,1747,6391,3130,850,6748,5370,9769,1484,156,*,*,159,523,4233,3883,94,231,58,373,618,5397,3127,139,436,504,322,301,3,12,5,680,195,1106,339,10232,2783,4939,2436,74,54,24,11990,0,1,0,0,1,2,272,1825,852,199,8,11.65%,18.22%,2.20%,0.67%,84.12,94.02,93.53,76.66,70.05,61.49,72.78,31.72,95.62,89.77,0.1657,39.19,93.15,80.6,78.12,61.69,-,-,79.84,82.66,82.13,20.56,9.02,-,-,63.31,-,-
A3719,"CHSPSC ACO 10, LLC",Renewal,2,01/01/2022,B,One-Sided,Retrospective,0,3900,-2.07%,4.50%,-835863,0,"",0,0,1,1,1,0,0,1,0,0,80.80%,0,211,10633,10594,40312548,41148410,40.00%,"High Revenue",83471,10087,18255,10470,100049,9971,17070,9538,82883,10705,19804,10070,*,10240,12170,10684,10854,0.991,0.896,0.933,1.051,1.05,0.959,1.089,1.061,0.906,0.956,1.008,1.051,*,0.934,1.077,1.076,15,691,205,11943,3791,*,323,*,3366,56,3829,15,446,1945,1124,385,2015,1885,3543,182,*,49,*,32,76,2690,2376,*,252,36,94,361,1385,5615,91,475,321,270,251,*,12,*,585,209,834,299,12235,4715,5921,1577,22,32,21,10850,0,0,1,0,5,6,72,153,78,18,1,5.44%,16.56%,1.92%,*,80.27,92.24,91.26,74.47,65.18,62.8,76.5,24.37,88.78,82.89,0.1608,28.31,94.35,75,91.57,76.06,-,-,76.08,81.11,81.65,25,16.95,-,-,75.51,-,-
